No,Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
11,"Tak Perlu ke Bank, Ini Cara Daftar BRImo secara Online","KOMPAS.com - Nasabah Bank Rakyat Indonesia (BRI) bisa mendaftar layanan finansial BRI Mobile atau BRImo secara online. Artinya, nasabah tak perlu datang ke bank BRI secara langsung.BRImo adalah aplikasi keuangan digital Bank BRI yang memberikan kemudahan untuk transaksi keuangan seperti transfer, top up e-wallet, pembayaran QRIS, pembayaran tagihan, dan lainnya.Pendaftaran BRImo secara online bisa dilakukan oleh nasabah yang sudah mempunyai rekening BRI maupun calon nasabah yang akan membuka rekening BRI.Baca juga: Cara Daftar BRImo Tanpa Harus ke BankBagi nasabah yang telah memiliki rekening BRI, bisa mempersiapkan sejumlah dokumen untuk daftar BRImo secara online. Dokumen-dokumen tersebut antara lain:Lantas, bagaimana cara daftar BRImo tanpa harus ke bank?Baca juga: Cara Daftar BRImo secara OnlineDikutip dari laman resmi Bank BRI, cara daftar BRImo secara online bagi nasabah yang sudah memiliki rekening sebagai berikut:Baca juga: Cara Hapus Daftar Transfer di BRImoPerlu digarisbawahi, username dan password yang dibuat oleh nasabah akan digunakan saat login ke aplikasi BRImo. Untuk itu, buat password yang tidak mudah tertebak dan simpan kerahasiaannya.Selain soal username dan password, nasabah juga tidak disarankan menggunakan tanggal lahir sebagai PIN BRImo Anda. Sebab, PIN ini akan selalu dipakai saat melakukan transaksi lewat BRImo.Demikian rangkuman mengenai cara daftar BRImo secara online tanpa ke kantor cabang BRI. Selamat mencoba!Baca juga: Cara Buka Rekening BRI secara Online di BRImo ",06/09/2024,MONEY
12,"Catat, Ada 7.214 Formasi CPNS bagi Lulusan SMA di Kemenkumham","KOMPAS.com - Dalam rekrutmen calon pegawai negeri sipil (CPNS) tahun ini, Kementerian Hukum dan Hak Asasi Manusia (Kemenkumham) membuka kesempatan bagi lulusan SMA/sederajat untuk mengikuti seleksi CPNS di lingkungannya.Ada sebanyak 7.214 formasi CPNS 2024 di Kemenkumham yang dibuka untuk lulusan SMA/sederajat.Dilansir dari informasi resmi, total kebutuhan CPNS 2024 di lingkungan Kemenkumham sebanyak 9.070 formasi, dengan kualifikasi pendidikan dari SMA, D-III, D-IV, S1, hingga S2.Lebih lanjut, apa saja formasi CPNS Kemenkumham 2024 yang dibuka untuk lulusan SMA/sederajat?Baca juga: BKN: Dokumen CPNS 2024 Boleh Pakai E-Meterai atau Meterai TempelFormasi CPNS Kemenkumham 2024 yang terbuka bagi lulusan SMA yaitu formasi Pemeriksa Keiimigrasian-Pemula dan Penjaga Tahanan, dengan rincian kebutuhan sebagai berikut:1. Formasi Pemeriksa Keimigrasian-Pemula2. Formasi Penjaga TahananBaca juga: Pendaftaran CPNS 2024 Diperpanjang sampai 10 September Pukul 23.59 WIBBerdasarkan Pengumuman Nomor SEK-KP.02.01-323 tentang Pengadaan CPNS Kemenkumham Tahun Anggaran 2024, ada persyaratan tinggi badan untuk pelamar lulusan SMA, yaitu pria minimal 163 cm dan wanita minimal 158 cm.Lebih lanjut, dokumen persyaratan kebutuhan jabatan dari lulusan SMA sebagai berikut:Baca juga: Resmi, Dokumen CPNS 2024 Diperbolehkan Pakai Meterai TempelTerkait tahapan seleksi, pelamar CPNS 2024 dengan kualifikasi pendidikan SMA/sederajat akan melalui seleksi administrasi, seleksi kompetensi dasar (SKD), dan seleksi kompetensi bidang (SKB).Untuk lokasi pelaksanaan seleksinya sesuai dengan domisili pada e-KTP atau surat keterangan domisili.Informasi selengkapnya mengenai rekrutmen CPNS Kemenkumham 2024 bisa diakses di sini: CPNS Kemenkumham 2024.Itulah rangkuman informasi mengenai formasi CPNS 2024 di Kemenkumham yang bisa didaftari oleh lulusan SMA/sederajat.Baca juga: Pelamar CPNS 2024 Boleh Pakai Meterai Tempel, Ini Penjelasan BKN",06/09/2024,MONEY
13,Viral Video Pengendara Motor Pura-pura Tertabrak Mobil,"BANYUWANGI, KOMPAS.com - Modus penipuan pengendara motor pura-pura tertabrak mobil supaya mendapat ganti rugi masih sering terjadi.Seperti unggahan video akun Instagram @infocegatansukoharjo, Jumat (6/9/2024), dimana terlihat pengendara motor melaju dekat mobil perekam.Baca juga: Jangan Asal Injak Pedal Gas Mobil Matik CVT Saat di TanjakanKemudian, ketika berhenti di lampu merah, pengendara tersebut mengetuk kaca mobil dan mengklaim bahwa dirinya telah ditabrak oleh mobil perekam.“Jadi begini kronologinya, saya bersama 3 teman saya dari arah Jember menuju Banyuwangi, ketika diperjalanan tiba-tiba ada sepeda motor yang hendak menyalip, setelah dia (motor vlog) berhasil menyalip tiba-tiba sengaja ngerem mendadak, kita yang di dalam mobil kaget dong ""ini orang kenapa jalan lagi kosong, sepi, tiba-tiba ngerem mendadak,” tulis akun tersebut.A post shared by ICS CYBER MEDIA (@infocegatansukoharjo) “Akhirnya kita terpaksa ngerem juga, kemudian dia tarik gasnya lagi, dan ngerem lagi seakan pengen di serempet. Itu berulang sampai 3 kali, akhirnya kita salip dia dengan kecepatan tinggi dan dia ngejar, mencoba nyalip tapi gak bisa karena kebetulan disaat yang sama banyak kendaraan besar melintas, dan tiba di lampu merah, kita berhenti, dan dia mengetuk pintu, terus nyalahin kita, mungkin karna plat kita B (Jakarta) kali ya jadi mau nyari gara-gara,” lanjutnya.Dijelaskan juga, saat dia mengklaim dirinya tertabrak namun tidak berhasil, pengendara tersbeut langsung pergi begitu saja. Bahkan, pelat nomor yang dipakai tidak resmi dari kepolisian.Baca juga: Tes Singkat Toyota Prius Hybrid 2024 Rute Solo - YogyakartaMenanggapi hal tersebut, Training Director Safety Defensive Consultant Indonesia (SDCI) Sony Susmana mengatakan, sudah banyak modus seperti ini terutama di daerah-daerah dengan mangsa mobil pelat luar wilayah.“Menurut pendapat saya, keberadaan dashcam memang sudah dibutuhkan untuk bukti jika ada kondisi-kondisi emergency, baik itu kecelakaan, kejahatan maupun membantu korban,” kata Sony kepada Kompas.com, Jumat (6/9/2024).Sony menyarankan, untuk mengantisipasi kejahatan maka ada baiknya untuk tidak melakukan negosiasi atau penyelesaian di pinggir jalan.“Giring masalah ke pihak yang berwajib untuk menyelesaikannya. Selain lebih fair juga membuat para pelaku menjadi jera,” kata Sony.Sony juga mengatakan, apabila yang bersangkutan tidak mau, berarti ada sesuatu yang disembunyikan.“Mereka acapkali mengintimidasi dengan verbal yang keras dan kasar, yang penting jangan terpancing dan tidak keluar dari kendaraan,” kata Sony.",06/09/2024,OTOMOTIF
14,"Deretan Promo Lazada 9.9, Diskon 90 Persen hingga Grandprize Mobil Listrik","JAKARTA, KOMPAS.com - Lazada Indonesia menawarkan berbagai promo pada Lazada 9.9 Mega Brands Sale yang akan berlangsung selama 8-13 September 2024.Head of Operations Lazada Indonesia Amelia Tediarjo mengatakan, program tanggal kembar kali ini berbeda dengan bulan-bulan sebelumnya. Pada Lazada 9.9 ini pihaknya memberikan penawaran spesial dari berbagai brand eksklusif yang tergabung di LazMall.""Kali ini sedikit berbeda karena kali ini adalah 9.9 brand sale,"" ujarnya saat Media Luncheon Lazada di Jakarta, Jumat (6/9/2024).Baca juga: Bank Mandiri Tebar Promo Tiket MotoGP Mandalika 2024 di LivinDia mengungkapkan, pihaknya telah menyiapkan grandprize berupa 1 unit mobil listrik Wuling Air EV.Hadiah mobil tersebut bisa didapatkan pada 8 September 2024 pukul 20.00 WIB, dengan menukarkan energi yang bisa dikumpulkan dari permainan Lucky Egg di aplikasi Lazada. Selain itu, Lazada juga memberikan diskon hingga 90 persen dan voucher bonus sampai Rp 990.000, penawaran produk branded serba Rp 9.000, flash sale, dan juga brand box spesial berisi berbagai produk pilihan dengan harga yang lebih murah.""Di samping itu kita juga masih banyak promo-promo lain yang semua orang bisa dapatkan seperti minyak goreng, gula, beras, dan kebutuhan pokok lainnya di Lucky Egg,"" ucapnya.Baca juga: Sederet Promo Wondr by BNI di Bazaar Fest Vol. 3Dia menjelaskan, program Lazada 9.9 ini dilakukan untuk mendukung antusiasme masyarakat Indonesia terhadap belanja online.Sebab, tren belanja online di Indonesia terus berkembang. Bahkan kini juga digunakan untuk membeli kebutuhan sehari-hari.Berdasarkan data dari We Are Social tahun 2024, bahan pokok menempati peringkat kedua produk yang paling banyak dibeli secara online, yaitu mencapai 34 persen.Sementara secara global, industri e-commerce global diprediksi akan terus bertumbuh positif, dengan proyeksi peningkatan penjualan sebesar 8,8 persen pada 2024.Baca juga: Sederet Promo Astra Financial di GIIAS Surabaya 2024",06/09/2024,MONEY
15,Pembuatan SIM yang Jujur Bisa Cegah Aksi Truk Oleng,"JAKARTA, KOMPAS.com - Saat ini viral di media sosial fenomena truk ugal-ugalan hingga oleng. Bahkan, tren ini seolah jadi aksi unjuk kebolehan kemampuan berkendara antar sopir truk.Padahal, mengendarai kendaraan truk dengan cara tersebut sangat berbahaya dan merugikan banyak pihak.Maman Fathurrohman, pengamat otomotif khusus untuk kendaraan niaga mengatakan, tren ini sebenarnya sudah ada lama di Indonesia sebelum era media sosial merebak.Sayangnya kebiasaan buruk ini sulit diatasi dan diawasi lantaran kejadiannya tidak terduga. Sebab, atraksi seperti ini tergantung keinginan dari sopir truk itu sendiri. ""Kalau balapan motor liar itu kan bisa di pantau jadwalnya meski telah sembunyi-sembunyi. Kalau aksi truk oleng ini tidak bisa diprediksi kapan terjadinya. Selain itu fenomena seperti ini biasanya ada di daerah rural,"" kata Maman kepada Kompas.com, Jumat (6/9/2024). Baca juga: Platform Jual-Beli Mobil Bekas Ini Tawarkan Ragam Kemudahan Dok. @Heraloebss Video viral di media sosial, fenomena Truk OlengBaca juga: Penjualan Drop, VW Akan Tutup 2 Pabrik buat Selamatkan KeuanganMeski agak sulit untuk ditindak, namun menurut Maman bisa di cegah dari hulu ke hilir. Misalnya dengan cara memperketat aturan bagi pengemudi yang ingin mengendarai truk. Sehingga saat mengendarai truk sudah benar-benar mengetahui teknik berkendara yang tepat.""Saat ini hanya dengan uang seseorang dengan mudah bisa dapat SIM. Padahal belum tentu teknik berkendaranya sudah tepat. Maka dari itu jangan heran kalau di jalan tol pun banyak pelanggaran lalu lintas,"" kata Maman.",06/09/2024,OTOMOTIF
16,Wacana Toyota Bawa Fortuner Hybrid ke Indonesia,"JAKARTA, KOMPAS.com - PT Toyota Astra Motor (TAM) baru saja meluncurkan New Fortuner di Jakarta Pusat, Jumat (6/9/2024). Sport utility vehicle (SUV) dari Toyota ini hadir dengan pembaruan dari sisi eksterior, interior dan fitur.Berbeda dengan pasar Afrika Selatan yang sudah menghadirkan Toyota Fortuner versi Mild Hybrid. TAM masih menggunakan mesin lama untuk New Fortuner, yakni mesin 1GD berkapasitas 2.800 cc turbo diesel dan mesin bensin 2.700 cc.Direktur Marketing PT Toyota Astra Motor (TAM) Anton Jimmy Suwandi menjelaskan alasan pihaknya belum membawa varian hybrid ke Indonesia.Baca juga: Simak Perbedaan Tiga Tipe Toyota New Fortuner“Saya tidak bisa komentar, karena semuanya masih dalam studi. Perkenalan dari hybrid untuk mobil Fortuner di seluruh dunia kan masih ada dua jalur, satu jalur seperti Afrika Selatan mild hybrid, tapi perlu dicatat bahwa ini mild hybrid bukan full hybrid. Asia Thailand kita masih mempertahankan yang ini,” ucap Anton, di Jakarta Pusat, Jumat (6/9/2024).Toyota tidak menutup kemungkinan bakal menghadirkan Fortuner hybrid di Indonesia. Hanya saja, pihaknya masih mempelajari teknologi yang tepat untuk mengurangi dan menurunkan emisi gas buang.“Ke depannya kita mempelajari untuk mengurangi karbon dan menurunkan emisi. Contohnya satu teknologi yang menguntungkan itu flexy fuel dibanding mild hybrid. Karena mild hybrid penurunan emisi tidak terlalu banyak,” kata Anton.“Kalau flexy Bio Solar B30 B35 atau lebih tinggi bisa menurunkan emisi dan bahan bakar kebutuhan impor jauh lebih banyak. Pilihan ini harus dipertahankan dan flexy fuel bisa dipertimbangkan,” lanjutnya.toyota.co.za Toyota Fortuner MHEVSebagai informasi, Toyota Fortuner hadir dengan dua pilihan mesin 1GD berkapasitas 2.800 cc turbo diesel yang di atas kertas mampu memproduksi tenaga hingga 201 Tk pada 3.400 rpm dan torsi sebesar 499,1 Nm pada putaran 1.600 sampai 2.800 rpm.Ada juga pilihan mesin bensin 2.700 cc dengan output 160 Tk pada 3.400 rpm dan torsi 245 pada 4.000 rpm. Ada beberapa tipe yang tersedia mulai dari mulai dari GR Sport 4x4, sampai pilihan penggerak roda, 4x2 dan 4x4.Baca juga: Penjualan Drop, VW Akan Tutup 2 Pabrik buat Selamatkan KeuanganBeberapa tipe yang tersedia mulai dari mulai dari GR Sport 4x4, sampai pilihan penggerak roda, 4x2 dan 4x4.Bicara soal harga, New Fortuner dibanderol mulai Rp 614.000.000 untuk tipe 2.7 SRZ, hingga Rp 761.700.000 untuk tipe tertinggi yakni 2.8 GR-S.",06/09/2024,OTOMOTIF
17,Toyota Sebut Bioetanol di Kendaraan Bisa Merangsang Daya Beli Masyarakat,"KARAWANG, KOMPAS.com - Wakil Presiden Direktur PT Toyota Motor Manufacturing Indonesia (TMMIN) Bob Azam menyebut penerapan dan pengembangan bioetanol sebagai bahan bakar campuran di kendaraan bisa merangsang daya beli masyarakat.Kondisi tersebut karena pengolahan bioetanol melibatkan berbagai sektor, terutama pertanian. Mengingat bahan bakunya berasal dari jagung, ubi kayu, ubi jalar, sagu, tebo, gandum, sampai sorgum.""Sehingga nantinya terbentuk ekonomi sekuler,"" kata dia ditemui di Karawang, Jawa Barat, Kamis (5/9/2024).Baca juga: Jadwal MotoGP San Marino 2024, Sesi Latihan Dimulai Hari Inidok.TMMIN Toyota Kijang Innova Zenix Hybrid FFV""Kita ingin otomotif jadi positif cycle, ketika otomotif naik, konsumsi bahan bakar seperti bioetanol naik, jadi petani tebu, jagung dan lain income-nya naik, itu positif cycle kalau sawit juga bisa, petani tebu dan lainnya juga bisa,"" lanjut Bob.Oleh karenanya, ia berharap langkah pemerintah untuk menggenjot beberapa jenis energi terbarukan sekaligus termasuk bioetanol, terus digencarkan khususnya pada presiden terpilih.""Kita punya banyak sumber energi yang bisa dikonversi seperti bioetanol, biosolar dan hidrogen. Kita punya banyak biomass yang bisa dirubah jadi hidrogen, ini harus dikembangkan ke depan,"" kata Bob.Toyota sendiri sudah mulai memproduksi beberapa kendaraan dengan bahan bakar ethanol bahkan sudah mengekspornya ke beberapa negara. Termasuk saat ini juga dalam pengembangan e-100 atau ethanol 100, sehingga bahan bakar fosil bisa ditekan.Baca juga: Adakah Batasan Menyalakan AC Saat Mobil Parkir?KOMPAS.com/Gilang Toyota Fortuner hasil konversi 100 persen kompatibel dengan bahan bakar Bioetanol atau E100.""Pemerintahan baru harus bisa bawa optimisme, sektor energi bisa bawa optimis baru. Kita lihat pada 2002-2012, pertumbuhan ekonomi Indonesia bisa di atas 6 persen. Itu yang menggerakkan dari sawit yang melibatkan 5 juta petani,"" kata Bob.""Kalau bisa diulang di bioetanol income per kapita bisa naik 2-3 kali lipat, Brazil dari 7.500 dollar AS income jadi 12 ribu dollar AS,"" ujar Bob.",06/09/2024,OTOMOTIF
18,Mengenal Ragam Jenis Sokbreker Sepeda Motor,"JAKARTA, KOMPAS.com - Sistem suspensi motor memainkan peran penting dalam menjaga kenyamanan dan stabilitas saat berkendara. Salah satu komponen utama dalam sistem ini adalah sokbreker, yang berfungsi meredam getaran dan guncangan saat melewati jalanan yang tidak rata.Tanpa sokbreker yang berfungsi dengan baik, pengendara akan merasakan ketidaknyamanan, bahkan bisa membahayakan keselamatan di jalan.Ada beberapa jenis sokbreker yang biasa digunakan pada sepeda motor, masing-masing dengan karakteristik dan keunggulannya sendiri.Baca juga: Sempat Bertemu Prabowo di Istana, Pramono Anung: Hubungan Kami Sangat BaikMulai dari sokbreker teleskopik, monoshock, hingga gas-filled shock, setiap jenis memberikan pengalaman berkendara yang berbeda.""Setiap pengendara perlu tahu fungsi dan kelebihan dari setiap jenis sokbreker agar dapat menentukan pilihan yang tepat, terutama bila motor sering digunakan untuk perjalanan jauh atau melewati medan yang bervariasi,"" kata Wahyu Budhi, Training Analyst PT Wahana Makmur Sejati, kepada Kompas.com, Jumat (6/9/2024).Menurutnya, dalam memilih sokbreker harus disesuaikan dengan jenis motor dan kebutuhan pengendara.ilhamkarim/kompas.com Ilustrais shockbreaker gas-filled shock.""Kalau sering lewat jalanan berlubang atau kurang rata, sokbreker bisa jadi pilihan karena punya teknologi gas yang bisa memberikan kenyamanan lebih baik karena mampu meredam getaran dengan lebih optimal,"" katanya.Sementara itu, sokbreker teleskopik adalah jenis yang paling umum ditemui pada motor harian. Sederhana namun efektif, jenis ini bekerja dengan memampatkan oli untuk meredam getaran.Baca juga: Awas Macet, Ada Perbaikan Tol Jakarta-Cikampek Seminggu ke DepanDi sisi lain, monoshock biasanya digunakan pada motor sport dan trail karena mampu menyesuaikan tekanan dengan lebih baik sesuai kebutuhan.Adapun sokbreker gas-filled lebih ideal untuk medan ekstrem karena menambah performa meredam guncangan melalui tekanan gas yang terkompresi.",06/09/2024,OTOMOTIF
19,"Jokowi Bakal Ngantor di Nusantara, Menhub Cek Kesiapan Bandara IKN ","JAKARTA, KOMPAS.com - Menteri Perhubungan (Menhub) Budi Karya Sumadi akan kembali mengecek kesiapan Bandara Ibu Kota Nusantara (IKN) dalam waktu dekat ini.Hal tersebut seiring dengan informasi akan kembali berkantornya Presiden Joko Widodo (Jokowi) di IKN pada akhir masa jabatannya. Menurut Juru Bicara Kemenhub Adita Irawati, Menhub rencananya akan melakukan pemeriksaan terkahir Bandara IKN pada Sabtu (7/9/2024) atau Minggu (8/9/2024).Baca juga: Dua Investor Singapura Lirik Sektor Energi dan Pendidikan di IKN""Iya Bapak (Menhub) kan (sebelumnya) sudah meninjau. Ya kan kita kan sudah melakukan uji terbang kemarin ya, itu sudah lancar. Ya dalam waktu dekat mungkin besok atau lusa mungkin pak Menhub akan meninjau kembali untuk melihat kesiapannya sekali lagi,"" ujar Adita di JiExpo, Kemayoran, Jakarta Pusat, Jumat (6/9/2024).Meski sudah dilakukan uji coba penerbangan di Bandara IKN, menurut Adita uji coba kembali tetap akan dilakukan.Dengan begitu, Bandara IKN akan siap digunakan untuk menunjang kegiatan Presiden Jokowi selama kembali berkantor di IKN.Baca juga: Beri Pelatihan, Semen Indonesia-Kementerian PUPR Pastikan Tenaga Konstruksi di IKN TersertifikasiLebih lanjut saat ditanya perihal kapan bandara IKN sial digunakan untuk penerbangan masyarakat atau komersial, Adita menegaskan belum dalam waktu dekat.Pasalnya, sebagaimana target awal dari pemerintah, Bandara IKN tuntas dibangun pada Desember 2024.Setelah tuntas dibangun, rencananya bandara itu memiliki runway (landasan pacu) sepanjang 3.000 meter yang siap digunakan untuk penerbangan komersial. ""Belum, belum. Kan ini kalau sebenarnya mau ultimate sampai akhir tahun untuk bisa 3000 meter (landasan pacu) seperti target akhir itu di akhir Desember,"" jelas Adita. Baca juga: Semen Indonesia Tawarkan Rumah Tapak Ramah Lingkungan di IKN Untuk diketahui, pembangunan Bandara IKN telah dimulai pada 1 November 2023. Pembangunan ditandai dengan peletakan batu pertama atau groundbreaking oleh Presiden Jokowi. Secara umum luas seluruh area Bandara IKN adalah 347 hektar dengan runway sepanjang 3.000 dan lebar 45 meter serta luas terminal VVIP dan VIP sebesar 7.352 meter persegi. Pembangunan Bandara IKN dikerjakan oleh dua kementerian. Yakni Kemenhub untuk pengerjaan fasilitas sisi darat dan Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) untuk fasilitas sisi udara.Sedianya, Bandara IKN ditargetkan dapat beroperasi terbatas sebelum 17 Agustus 2024 dengan runway sepanjang 2.200 meter. Namun, target tersebut belum bisa terealisasi.Baca juga: Menhub Pastikan Bandara IKN Bisa Didarati Presiden pada September 2024",06/09/2024,MONEY
20,"Gandeng Influencer dan Komunitas Mobil, Hutama Karya Galakkan Kampanye Aman Berkendara","KOMPAS.com - PT Hutama Karya  (Persero) (Hutama Karya) menggelar talkshow edukatif dan hiburan rakyat untuk memeriahkan puncak Peringatan Hari Pelanggan Nasional 2024, Jumat (6/9/2024).Kegiatan itu merupakan rangkaian dari kampanye Selamat Sampai Tujuan (Setuju) di Rest Area 234 A Tol Terbanggi Besar-Pematang Panggang-Kayu Agung (Terpeka) dan dibuka untuk umum dan dihadiri pengguna jalan tol di wilayah Lampung dan Palembang. Executive Vice President (EVP) Sekretaris Perusahaan Hutama Karya Adjib Al Hakim mengatakan, kegiatan itu merupakan wujud apresiasi Hutama Karya kepada pengguna jalan tol yang lebih memilih jalan tol sebagai alternatif jalan nasional. Acara itu bertujuan meningkatkan kesadaran pengguna jalan akan pentingnya keselamatan berkendara dengan cara yang lebih interaktif, dilengkapi dengan komitmen Hutama Karya mewujudkan Jalan Tol Trans Sumatera yang aman dan nyaman. Kegiatan itu dihadiri ratusan peserta berasal dari sejumlah komunitas mobil, seperti Toyota Kijang Club Indonesia (TKCI) dan Calya Sigra Club (Calsic).Baca juga: Hari Pelanggan Nasional, Hutama Karya Bagikan Ribuan Merchandise kepada Pengguna Jalan TolHadir pula berbagai asosiasi, yakni Masyarakat Transportasi Indonesia (MTI), Asosiasi Perusahaan Jasa Pengiriman Express Indonesia (Asperindo), dan Organisasi Angkutan Darat (Organda).Adjib mengatakan, pihaknya mengundang Akbar Rais, salah satu influencer otomotif dengan lebih dari 250.000 pengikut di Instagram serta drifter nasional Indonesia dengan Juara 3 World Driver Championship di Jerman (2016), dan juara 1 drifter dalam Kejuaraan King of Asia (2017).“Talkshow itu membahas bagaimana seharusnya berkendara yang benar di jalan tol dari sudut pandangnya sebagai seorang pembalap,” ujarnya dalam siaran pers. Adjib menambahkan, Hutama Karya juga mengundang influencer lain, yakni Travel By Deddy, seorang traveler berpengalaman, dosen, asesor, dan Host TV. “Kami berharap melalui acara ini, para komunitas hingga asosiasi dapat menjadi perpanjangan tangan perusahaan dalam menyebarkan pesan-pesan kampanye Setuju kepada anggota masing-masing hingga masyarakat,” katanya. Baca juga: Transformasi SDM Hutama Karya, dari Beasiswa hingga Kebijakan DEIHutama Karya juga menghadirkan Direktur Operasi III Hutama Karya Koentjoro yang menyampaikan perkembangan Kampanye Setuju Hutama Karya dalam lima tahun terakhir, yang berdampak langsung pada penurunan tingkat kecelakaan di jalan tol yang signifikan.  Adapun kampanye Setuju merupakan gagasan Hutama Karya yang mengandung lima poin utama yang harus diikuti oleh pengguna jalan tol, yakni setuju bahwa keselamatan adalah nomor satu, setuju memastikan kondisi kendaraan prima, setuju tidak ngebut di jalan tol, setuju untuk istirahat jika lelah atau mengantuk, dan setuju zero over dimension overloading (ODOL) di jalan tol. “Dalam sisa tahun 2024, sejumlah strategi disiapkan untuk mengoptimalkan kampanye Setuju, yakni meningkatkan frekuensi dan memperluas wilayah pelaksanaan operasi microsleep untuk menjangkau lebih banyak pengguna jalan tol,” tutup Adjib. Setelah menggelar talkshow interaktif, acara ditutup dengan hiburan rakyat, seperti dangdutan yang menggandeng penyanyi dangdut lokal, kuis, hingga permainan. Dalam permainan itu, Hutama Karya membagikan ratusan doorprize dan hadiah menarik dengan total puluhan juta rupiah. Baca juga: Jokowi Resmikan Bendungan Leuwikeris, PSN Termahal Garapan Hutama Karya",06/09/2024,MONEY
